Link,Source,Type,Summary,Title,Content,Date,Tags,Author,Category
https://www.coindesk.com/markets/2024/05/16/bitcoin-traders-expect-prices-to-hit-74k-highs-as-selling-pressure-eases/,CoinDesk,article,null,Bitcoin Traders Expect Prices to Hit $74K Highs as Selling Pressure Eases,Bullish sentiment for riskier assets following soft inflation figures could propel bitcoin (BTC) prices toward the $74/000 mark in the coming days as institutional demand continues to grow/ Singapore-based QCP Capital said in a note early Thursday.,2024-05-16T09:25:20.655Z,Trading/ Investing/ Markets,Shaurya Malwa,Markets
https://www.coindesk.com/markets/2024/05/16/shib-to-get-more-scarce-as-key-exchange-expands-to-shibarium/,CoinDesk,article,null,SHIB to Get More Scarce as Key Exchange Expands to Shibarium,ShibaSwap/ the decentralized exchange (DEX) associated with the Shiba Inu (SHIB) cryptocurrency/ said Thursday it was live on the Shibarium blockchain/ an Ethereum layer 2 built by the SHIB token team.,2024-05-16T08:46:31.277Z,Shiba Inu/ Trading/ dexs,Shaurya Malwa,Markets
https://www.coindesk.com/markets/2024/05/16/shib-to-get-more-scarce-as-key-exchange-expands-to-shibarium/,CoinDesk,article,null,SHIB to Get More Scarce as Key Exchange Expands to Shibarium,ShibaSwap/ the decentralized exchange (DEX) associated with the Shiba Inu (SHIB) cryptocurrency/ said Thursday it was live on the Shibarium blockchain/ an Ethereum layer 2 built by the SHIB token team.,2024-05-16T08:46:31.277Z,Shiba Inu/ Trading/ dexs,Shaurya Malwa,Markets
https://www.coindesk.com/business/2024/05/16/eclipse-labs-promotes-vijay-chetty-to-ceo-nearly-a-week-after-neel-somanis-ouster/,CoinDesk,article,null,Eclipse Labs Promotes Vijay Chetty to CEO Nearly a Week After Neel Somani's Ouster,Eclipse Labs' appointed Vijay Chetty as its new CEO/ after Neel Somani stepped down last week after sexual assault allegations. Chetty was the chief growth officer at the firm before his promotion.,2024-05-16T05:51:18.427Z,Sexual Assault/ Sexual Misconduct/ layer 2,Sam Reynolds,Finance
https://www.coindesk.com/business/2024/05/15/izzy-englanders-millennium-paul-singers-elliott-among-bitcoin-etf-holders/,CoinDesk,article,null,Izzy Englander's Millennium/ Paul Singer’s Elliott Among Bitcoin ETF Holders,More big names have revealed allocations into the spot bitcoin exchange-traded funds.,2024-05-15T21:22:13.317Z,Spot bitcoin etf/ Silicon Valley Bank/ Millennium Management,Helene Braun,Finance
https://www.coindesk.com/business/2024/05/15/incoming-vanguard-ceo-wont-reverse-decision-not-to-launch-bitcoin-etf/,CoinDesk,article,null,Incoming Vanguard CEO Won't Reverse Decision Not to Launch Bitcoin ETF,Salim Ramji/ set to take the reins at Vanguard from outgoing CEO Tim Buckley on July 8/ quickly poured cold water on the idea that he has intentions for the asset management giant to offer its own spot bitcoin ETF.,2024-05-15T17:29:05.869Z,Bitcoin ETF/ Vanguard,Stephen  Alpher,Finance
https://www.coindesk.com/tech/2024/05/15/the-protocol-lido-backers-vs-eigenlayer/,CoinDesk,article,null,The Protocol: Lido Backers vs EigenLayer,I must admit to choking on my tequila drink a couple weeks ago after hearing the phrase "investable asset class" applied to the category of digital tokens known as meme coins. But for many investors and projects/ the opportunity is being taken quite seriously. See our riff below.,2024-05-15T18:35:00.152Z,The Protocol/ EigenLayer/ Vitalik Buterin/ Lido/ Memes/ meme coin/ meme coins/ ethererum,Bradley Keoun,Technology
https://www.coindesk.com/tech/2024/05/09/protocol-village/,CoinDesk,article,null,Protocol Village: Cyber/ Formerly CyberConnect/ Unveils Social-Focused Layer 2 on OP Stack,May 15: Cyber/ the just-unveiled rebranding for the developer formerly known as CyberConnect/ has launched its own layer-2 network in the Ethereum blockchain ecosystem/ describing it as the "first L2 for social." According to the team/ the new chain relies on "top modular solutions. Cyber integrates Optimism’s OP Stack/ EigenDA and custom features to provide low fees/ high TPS and a user-friendly experience." According to a blog post: "AltLayer will manage the rollup’s technical launch/ ongoing management/ operations and future upgrades. With AltLayer’s help/ Cyber is one of the first OP Stack Chains with Plasma Mode deployed to mainnet. Plasma Mode enables OP Stack chains to leverage alternative data availability (DA) layers to Ethereum Mainnet/ significantly reducing their transaction costs while minimizing tradeoffs to security and decentralization.",2024-05-15T16:45:14.73Z,The Protocol/ Blockchain/ Ethereum/ Bitcoin/ Tech/ Blockchain Technology/ EVM/ Protocol Village,Bradley Keoun,Technology
https://www.coindesk.com/policy/2024/05/15/brothers-accused-of-25m-ethereum-exploit-as-us-reveals-fraud-charges/,CoinDesk,article,null,Brothers Accused of $25M Ethereum Exploit as U.S. Reveals Fraud Charges,Two brothers have been arrested by the U.S. Department of Justice for attacking the Ethereum blockchain and stealing $25 million of cryptocurrency during a 12-second exploit/ according to an indictment unsealed on Wednesday.,2024-05-15T17:19:40.57Z,MEV/ Exploit/ DOJ/ Ethereum,Sam Kessler and Nikhilesh De,Policy
https://www.coindesk.com/tech/2024/05/15/sonne-finance-token-drops-60-after-20m-exploit-on-optimism/,CoinDesk,article,null,Sonne Finance Token Drops 60% After $20M Exploit on Optimism,Sonne Finance's SONNE token slumped after the developers acknowledged a hack that drained $20 million from the decentralized lending protocol early Wednesday.,2024-05-15T09:14:04.538Z,DeFi/ Hack/ Lending,Shaurya Malwa,Technology
https://www.coindesk.com/policy/2024/05/16/indias-market-regulator-suggests-shared-crypto-oversight-even-as-rbi-seeks-stablecoin-ban-reuters/,CoinDesk,article,null,India's Market Regulator Suggests Shared Crypto Oversight Even as RBI Seeks Stablecoin Ban: Reuters,India's markets regulator has recommended that oversight of cryptocurrency trading should be vested in several authorities/ Reuters reported.,2024-05-16T11:20:01.026Z,India/ SEBI/ RBI/ Crypto/ Stablecoins/ Regulators/ Policy/ Regulation,Amitoj Singh,Policy
https://www.coindesk.com/policy/2024/05/16/tornado-cash-developer-alexey-pertsev-appeals-guilty-verdict/,CoinDesk,article,null,Tornado Cash Developer Alexey Pertsev Appeals Guilty Verdict,Tornado Cash developer Alexey Pertsev filed an appeal with the s-Hertogenbosch court of appeal after being found guilty of money laundering on Tuesday / a spokesperson for the court said.,2024-05-16T08:51:17.796Z,Regulations/ Tornado Cash/ Alexey Pertsev/ Money Laundering/ Court Cases,Camomile Shumba,Policy
https://www.coindesk.com/policy/2024/05/16/coinbase-to-target-australias-self-managed-pension-funds-bloomberg/,CoinDesk,article,null,Coinbase to Target Australia's Self-Managed Pension Funds: Bloomberg,Coinbase is developing a service that will specifically target Australia's self-managed pensions sector/ the exchange’s Asia-Pacific Managing Director John O’Loghlen told Bloomberg.,2024-05-16T09:30:46.425Z,Regulations/ Coinbase/ Crypto/ Australia/ Tax/ Pension Funds,Amitoj Singh,Policy
https://www.coindesk.com/policy/2024/05/15/canadas-crypto-king-and-associate-arrested-charged-with-fraud-in-alleged-30m-ponzi-scheme/,CoinDesk,article,null,Canada’s ‘Crypto King’ and Associate Arrested/ Charged With Fraud in Alleged $30M Ponzi Scheme,Two Canadian men have been arrested and charged with fraud for allegedly swindling investors out of $40 million CAD – approximately $30 million USD –i n a crypto and foreign exchange investment scheme.,2024-05-15T23:27:57.906Z,Regulations/ Crime/ Canada/ Fraud/ Ponzi,Cheyenne Ligon,Policy
https://www.coindesk.com/policy/2024/05/15/us-houses-mchenry-says-senate-may-be-swayed-if-many-democrats-back-crypto-bill/,CoinDesk,article,null,U.S. House's McHenry Says Senate May Be Swayed if Many Democrats Back Crypto Bill,The result of next week's expected vote on U.S. legislation to regulate the cryptocurrency industry will strongly influence the odds the U.S. Senate gets on board/ said Rep. Patrick McHenry (R-N.C.)/ the chairman of the House Financial Services Committee and a leading advocate for crypto legislation in the waning months of his career in Congress.,2024-05-15T20:08:46.942Z,Regulations/ House Financial Services Committee/ Legislation,Jesse Hamilton,Policy
https://www.coindesk.com/policy/2024/05/15/sweeping-bitcoin-rights-bill-becomes-law-in-oklahoma/,CoinDesk,article,null,Sweeping ‘Bitcoin Rights’ Bill Becomes Law in Oklahoma,Oklahoma Governor Kevin Stitt signed a sweeping ‘Bitcoin Rights’ bill into law on Monday/ enshrining Oklahomans’ legal right to mine/ transact with/ and self-custody cryptocurrencies and boosting the state’s reputation for being a friendly destination for crypto companies and investors.,2024-05-15T19:41:26.754Z,Regulations/ Oklahoma/ state laws/ lobbying/ Bitcoin,Cheyenne Ligon,Policy
